Dmg_Office,Dmg_Buildings,Dmg_None,Size,Industry,Diversification_Suppliers,Office,Action_Plan,Alternative_Costumers,BCP_Creation,BCP_Training,NonSeismic,Fixing_Equipment,Data_Backup,Cooperation,Seismic,Shortage_Electricity,Shortage_IndustrialWater,Shortage_WaterSupply,Shortage_Sewage,Shortage_Gas,Shortage_Information,Financing_Insurance,Financing_Loan,Financing_Self_fund,Financing_None,y
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,0,1
No,No,Yes,Large,Other,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,0,1
No,No,Yes,VeryLarge,Other,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,0,1
No,No,Yes,VeryLarge,Services,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,1
Yes,No,No,VeryLarge,Wholesale_Retail,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
No,No,Yes,Large,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,0,1
Yes,Yes,No,VeryLarge,Services,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,0,0
No,No,Yes,VeryLarge,Services,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,1
Yes,No,No,VeryLarge,Other,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,0,0
Yes,No,No,VeryLarge,Services,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,0,0
No,No,Yes,VeryLarge,Wholesale_Retail,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,0,1
No,Yes,No,VeryLarge,Other,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,0,0
Yes,Yes,No,VeryLarge,Other,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,0,0
Yes,No,No,VeryLarge,Services,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,0
Yes,No,No,VeryLarge,Services,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,0,0
No,No,Yes,Large,Manufacturing_Construction_Contracting,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0,1
Yes,No,No,VeryLarge,Other,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Services,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1
No,Yes,No,VeryLarge,Wholesale_Retail,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,0,0
No,No,Yes,VeryLarge,Services,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,0,1
No,No,Yes,VeryLarge,Other,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,1
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,0
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,0,0
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,0,0
No,Yes,No,VeryLarge,Other,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,0,1
No,No,Yes,VeryLarge,Services,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,0,1
Yes,No,No,VeryLarge,Services,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0
Yes,Yes,No,VeryLarge,Services,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,0,0
Yes,Yes,No,VeryLarge,Services,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0,1
No,No,Yes,Large,Manufacturing_Construction_Contracting,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,0,1
No,No,Yes,VeryLarge,Finance_Insurance_Real_state,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,0,1
No,No,Yes,VeryLarge,Other,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0,0
Yes,No,No,VeryLarge,Wholesale_Retail,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,0,0
No,No,Yes,VeryLarge,Services,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0,1
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,0,0
No,No,Yes,VeryLarge,Finance_Insurance_Real_state,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Services,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,0,0
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,0,1
No,No,Yes,VeryLarge,Other,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,0,1
No,No,Yes,VeryLarge,Wholesale_Retail,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,0,0
Yes,Yes,No,VeryLarge,Wholesale_Retail,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,0,1
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,1
No,No,Yes,VeryLarge,Other,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Other,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,0,1
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,0,0
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,0,1
Yes,No,No,VeryLarge,Wholesale_Retail,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,0,1
No,No,Yes,VeryLarge,Wholesale_Retail,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,0
No,No,Yes,VeryLarge,Wholesale_Retail,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,0,1
Yes,Yes,No,VeryLarge,Services,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,0,0
No,No,Yes,VeryLarge,Services,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,0,1
No,No,Yes,Large,Manufacturing_Construction_Contracting,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,0,1
Yes,No,No,VeryLarge,Services,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,0,0
Yes,No,No,Large,Other,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,0,1
Yes,Yes,No,Large,Manufacturing_Construction_Contracting,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,0,1
No,No,Yes,VeryLarge,Services,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,0,1
Yes,Yes,No,VeryLarge,Services,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,0,0
No,Yes,No,VeryLarge,Services,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,0,0
No,No,Yes,VeryLarge,Services,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,0,1
Yes,Yes,No,VeryLarge,Other,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,0,0
No,No,Yes,VeryLarge,Services,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,0,1
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,0,0
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0,0
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,0,0
No,No,Yes,VeryLarge,Services,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,0,1
Yes,No,No,VeryLarge,Finance_Insurance_Real_state,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,1
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,0,0
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,0
Yes,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,0,0
No,No,Yes,VeryLarge,Other,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,0,1
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,0,0
Yes,No,No,VeryLarge,Manufacturing_Construction_Contracting,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,0,0
No,No,Yes,VeryLarge,Manufacturing_Construction_Contracting,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,1
No,Yes,No,VeryLarge,Manufacturing_Construction_Contracting,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0,0
No,No,Yes,VeryLarge,Wholesale_Retail,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,0,1
